OBJECTID,ID,CODIGO_DANE,NOMBRE,ULTIMO_TIPO_ACTO_ADMIN,ULTIMO_NUMERO_ACTO_ADMIN,ULTIMA_FECHA_ACTO_ADMIN,AREA_TOTAL_ACTOS_ADMIN,ULTIMO_NUMERO_PLANO,PUEBLO,DEPARTAMENTO,MUNICIPIO,GlobalID
846,10191,1121,Resguardo Indígena Paez de La Laguna Siberia,RESOLUCION,39,2003/04/10 00:00:00+00,369.136,G-638.961,Paez,19,19137,{F092DD34-0025-4A96-913D-B9D8F40A4121}
847,10045,1504,Resguardo Indígena Embera Chami y Zenu De La Palma,RESOLUCION,40,2000/10/03 00:00:00+00,311.3697,B 149.898,EMBERA CHAMI ZENU,05,05045,{20139C9D-B949-43A3-A606-E9954E3B86CD}
848,10614,1834,Resguardo Indígena Awa Mayasquer,RESOLUCION,51,2018/03/05 00:00:00+00,239.5534,018103AE86885,AWA,86,86885,{5CB766E6-48A0-4A81-9BA0-ECF88F356E64}
849,10704,1427,Resguardo Indígena Pijao Tres Esquinas,RESOLUCION,0027,1997/10/03 00:00:00+00,101.6835,I 551-924,PIJAO,73,73217,{F7F5BCAD-9046-4AED-AE29-075CAEA83DED}
850,10500,1368,Resguardo Indígena Awa El Sande,RESOLUCION,0043,1997/12/10 00:00:00+00,8825,R-584.266,AWA,52,52612,{78F5AF1E-009F-4421-A31F-F25544B761FB}
851,10355,1209,Resguardo Indígena Embera de Trapiche del Rio Pepe,RESOLUCION,23,2001/06/28 00:00:00+00,4482.907,i-466-905,EMBERA,27,27077,{1F3AE052-28FE-48CC-A02F-F79C40A7D4EF}
852,10423,1311,Resguardo Indígena Paez y Guambiano de La Gaitana,ACUERDO,391,2024/09/26 00:00:00+00,5071.0313,ACCTI 02441396594,PAEZ,41,41396,{E71697AA-8D97-441A-9C94-D12920AA6310}
853,10164,1164,Resguardo Indígena Paez de La Concepcion,RESOLUCION,124,2020/06/11 00:00:00+00,958.3363,ACCTI 19698535,PAEZ,19,19698,{3D64D1AE-2E1F-4DEE-AA37-4FA355161E97}
854,10349,1269,Resguardo Indígena Katio (Rio Tanela),RESOLUCION,101,1982/07/27 00:00:00+00,980,G-139802 del INCORA,KATIO,27,27006,{844FFB37-0381-4C10-A152-1C3AF23C4863}
855,11759,SIN INFORMACION,Resguardo Indigena Nueva Betania del pueblo Makaguaje,ACUERDO,407,2024/11/07 00:00:00+00,4915.0815,ACCTI02318756756,MAKAGUAJE,18,18756,{D1D976EE-95BC-4769-A534-A0080AD78F63}
856,10402,1739,"Resguardo Indígena Cubeo, Tukano, Wanano y Piratapuyo de Centro Miraflores",RESOLUCION,0087,2006/12/20 00:00:00+00,545.1431,9-1-00790,"CUBEO, TUKANO, WANANOS Y PIRATAPUYOS",95,95200,{7CB49061-7788-4C58-A2CF-5D4FA926F552}
857,10767,1728,Resguardo Indígena Piaroa Cachicamo,ACUERDO,448,2024/12/19 00:00:00+00,19801.9642,ACCTI02499001947,PIAROA,99,99001,{598E00D2-C17E-4DDB-AE0D-2ED3A680D596}
858,10147,1663,Resguardo Indígena Inga de Yurayaco,RESOLUCION,182,2021/09/23 00:00:00+00,719.6681,"ACCTI 18610567
ACCTI 186101114
ACCTI 186101115",INGA,18,18610,{A1CC731D-B8CA-4E2E-9AB6-26B6BB12305D}
859,10307,1619,Resguardo Indígena Embera Katio de Pescadito,RESOLUCION,305,2013/04/17 00:00:00+00,605.0069,10-00-01120,EMBERA KATIO,27,27006,{F2CBF890-B2E7-46E5-8C7F-0E9CD902C653}
860,10575,1717,Resguardo Indígena Paez de El Porvenir - La Barrialosa,RESOLUCION,0024,2004/12/15 00:00:00+00,3279.6758,INC-630.883 de octubre 31 de 2003,PAEZ,86,86571,{4E9EA46F-C62C-49C2-B0DE-625298DB1AA0}
861,10187,1818,Resguardo Indígena Yanacona de San Juan,RESOLUCION,0375,2015/09/21 00:00:00+00,270.2623,017396AE19100,YANACONA,19,19100,{CB7C5E1E-ECE8-4DB6-A74C-8A3971E33F4C}
862,10218,1155,Resguardo Indígena Paez Quintana,RESOLUCION,0053,1990/07/23 00:00:00+00,655.175,no registra,PAEZ,CAUCA,POPAYAN,{B16C9591-8F29-427D-9392-A03CD5462E94}
863,10868,SIN ASIGNAR,Resguardo Indígena Ukwe Kiwe del pueblo Nasa,RESOLUCION,278,2023/06/21 00:00:00+00,259.5251,ACCTI 195171569,NASA,19,19517,{D1C82610-BCBC-4459-996B-89882C2D3C1D}
864,10264,1670,Resguardo Indígena Embera  de Do Imamma Tuma y Bella Luz,RESOLUCION,0014,2003/04/10 00:00:00+00,3016.126,I-630.410,EMBERA,27,27077,{08F1D107-7EB8-4742-BC25-C3ABD32F1E08}
865,10519,1372,Resguardo Indígena Awa de Nulpe Medio-Alto y Rio San Juan,RESOLUCION,0016,1994/05/25 00:00:00+00,37145,P-466.324,AWA,52,52612,{DCA96B20-6269-4F3C-A703-CE757B792ECF}
866,10323,1252,Resguardo Indígena Embera del Rio Negua,RESOLUCION,0022,1985/04/24 00:00:00+00,5463.75,G-198-571,EMBERA,27,27001,{3C8BB5D4-FC65-4FA5-BE2F-5437904DCDB8}
867,10842,1860,Resguardo Indígena El Aguila,ACUERDO,98,2019/10/28 00:00:00+00,406.6461,ACCTI 18094199,MISAK,18,19533,{CAC4A537-335E-49EB-A6B6-696A0472B26D}
868,10515,1735,Resguardo Indígena Eperara Siapidara de Maiz Blanco,ACUERDO,0069,2006/08/17 00:00:00+00,141.5631,SIN INFORMACION,EPERARA SIAPIDARA,52,52250,{B36B30FB-ABBA-49E9-898F-51877EB4D231}
869,10135,1574,Resguardo Indígena Paez de Nasa Kiwe,RESOLUCION,029-,2003/07/22 00:00:00+00,1602.8693,B-247235 B-412426 B-413283 B-413.279 B-504.497,PAEZ,18,18592,{0FE7C189-3810-4F7F-AB04-C379E26FBCD0}
870,11211,1903,Resguardo Indígena La Mayera,ACUERDO,223,2022/05/24 00:00:00+00,1340.971,ACCTI 990011255,AMORUA,99,99001,{59B2BD92-2F73-4555-AE2E-FE57BB714589}
871,11092,SIN ASIGNAR,Resguardo Indígena Bekocha Guajira,ACUERDO,331,2023/12/18 00:00:00+00,5447.6604,ACCTI 0231865732263,KOREGUAJE,86,86573,{448EA37F-2B6C-434D-A6A5-67AF07F3A820}
872,10051,1032,Resguardo Indígena Murri-pantanos,RESOLUCION,0019,1996/05/24 00:00:00+00,30788,P-568-153,EMBERA KATIO,05,05284,{1E3DDD41-7FFF-4D3A-BC77-F48D0DD01A82}
873,11003,SIN INFORMACION,Comunidad Indígena Catambuco del pueblo Quillasinga,ACUERDO,406,2024/11/07 00:00:00+00,16.8057,ACCTI02352001753,QUILLASINGA,52,52001,{040881EF-8703-403A-9B97-D96D96AE0E78}
874,10017,1013,Resguardo Indígena San Jose del Rio,RESOLUCION,0043,1996/09/24 00:00:00+00,548.6463,P-466-537,COCAMA,91,91001,{345CB56B-3C9E-4480-BE51-292DFCFD2F9E}
875,10332,1194,"Resguardo Indígena Embera de los Rios Catru, Dubasa, Ankoso",RESOLUCION,260,2011/10/11 00:00:00+00,55214.9449,10-0-00416a,EMBERA,27,27077,{24298A52-25CC-4CA4-947C-25BA643162BF}
876,10397,1304,Resguardo Indígena Barranco Ceiba Y Laguna Araguato,RESOLUCION,49,1983/07/21 00:00:00+00,24940,SIN INFORMACION,GUAYABERO,95,95001,{1742F1AF-8A25-45D7-9395-F4BADBA64C4D}
877,10409,1300,Resguardo Indígena La Asuncion,RESOLUCION,0073,1996/12/16 00:00:00+00,702.0028,373954,Tucano Desano,95,95025,{3D7519A9-243D-4313-9B11-727B91F61A63}
878,10033,1034,Resguardo Indígena Embera Chami de Cristiania,RESOLUCION,37,2001/09/24 00:00:00+00,1301.6958,I-599305 de noviembre 27 del 2000,EMBERA KATIO,05,05364,{0F645327-B0DD-4BE1-8C21-5ACC7EA539FB}
879,10530,1565,Resguardo Indígena Awa de Pulgande Campo Alegre,ACUERDO,355,2024/04/05 00:00:00+00,1066.266,ACCTI 02452835200,AWA,52,52835,{14B40CF8-2051-4C82-97E6-53334CDE9C16}
880,10490,1809,Resguardo Indígena Chimbagal,RESOLUCION,0365,2015/05/05 00:00:00+00,384.0494,016213AE2079 de octubre de 2014,AWA,52,52079,{4B64B701-1479-44E6-B848-6EBAB9566DC4}
881,10518,1780,Resguardo Indígena Nasa Hu,ACUERDO,0276,2012/01/31 00:00:00+00,3700.0062,INCODER No. 52-0356-0241,NASA,52,52356,{50AA48F0-FFEF-46CD-8136-A42AADF8D304}
882,10503,1369,"Resguardo Indígena Awa de Guadual, Cumbas, Magui, Invina, Arrayan",RESOLUCION,0051,1994/11/29 00:00:00+00,6120,P-466.302,AWA,52,52612,{FB9068C7-FAD7-440F-A746-546E095DFC65}
883,10976,1877,Resguardo Indígena Doquera,ACUERDO,119,2020/12/16 00:00:00+00,144.4906,ACCTI-50400543,EMBERA CHAMI,50,50313,{2BF0652F-FAAA-4741-8458-B1B9B2195091}
884,10629,1429,Resguardo Indígena Pijao Bateas,RESOLUCION,0049,1997/12/10 00:00:00+00,173.9963,SIN INFORMACION,PIJAO,73,73483,{F42E2F9E-C202-4FBF-931E-4881B019ED4B}
885,10757,1280,Resguardo Indígena Piapoco de Pueblo Nuevo - Laguna Colorada,RESOLUCION,0002,1987/01/21 00:00:00+00,44845,P-198.633,PIAPOCO,99,99001,{ABB3193B-702B-42FF-A54C-F39556BCE011}
886,10672,1430,Resguardo Indígena Pijao Palma Alta,RESOLUCION,0021,1997/10/03 00:00:00+00,196.3454,P - 521-139 / P 521-382,PIJAO,73,73483,{2920BE4A-2C3E-4249-89DC-7F2F96CF6D72}
887,10746,1495,Resguardo Indígena Guahibo de Caño Bachaco,RESOLUCION,0086,1985/12/17 00:00:00+00,6074,P-198578,GUAHIBO,99,99001,{E5050EC6-1A07-4A1C-B5E6-BFD88EDF30B9}
888,10769,1485,Resguardo Indígena Guahibo del Rio Siare o Barranco Lindo,RESOLUCION,44,1983/07/21 00:00:00+00,47320,SIN INFORMACION,GUAHIBO,99,99773,{F8A9729B-408B-4FB2-889A-F18B58428AE7}
889,10034,1044,Resguardo Indígena Embera de El Salado,RESOLUCION,26,2003/07/22 00:00:00+00,16144.2833,P-198883 Noviembre de 2002,EMBERA,05,05873,{87235C40-F653-4370-8356-661BA019E1D4}
890,10488,1642,"Resguardo Indígena Awa de Chagui, Chimbuza, Vegas, San Antonio, Candiyas, Quelbi, Nalbu, Balsal, Bajo Nembiy Chapilal Cimarron",RESOLUCION,0003,2002/02/27 00:00:00+00,4482.6018,I-630.383 de marzo de 2001,AWA,52,52612,{626227B0-8769-4021-8A64-1F23C45E1618}
891,10822,SIN ASIGNAR,Resguardo Indígena Dachi Joma,ACUERDO,446,2024/12/19 00:00:00+00,163.9656,ACCTI 0231170422024,EMBERA CHAMI,17,17042,{659D0B39-E7CD-421C-83D3-7F7DBBAE989E}
892,11061,1917,Resguardo Indígena Awa La Cabaña,RESOLUCION,277,2023/06/21 00:00:00+00,67.8175,ACCTI 865681265,AWA,86,86568,{DE5B434C-B0E4-47B2-9973-FC6B77D17D87}
893,10362,1815,Resguardo Indígena Embera Paso Rio Salado,ACUERDO,0010,2015/12/21 00:00:00+00,6530.8579,No. 014473AE270001,EMBERA,27,27001,{83DDF4D1-178F-4031-9A7D-780405EF163E}
894,10399,1302,Resguardo Indígena Tucano de Barranquillita,RESOLUCION,0026,1994/07/19 00:00:00+00,22265,P-466.356,TUCANO,95,95200,{3CC0BCEE-7583-4572-A20C-631264F3B459}
895,10452,1740,"Resguardo Indígena Wayuu de Tocoromana, Loma Fresca y Chentico - ""Perratpu""",ACUERDO,0089,2006/12/20 00:00:00+00,120.5847,INC - 682.005,WAYUU,44,44001,{943CA9C1-D003-41F7-BE85-ECCA5BD5A67F}
896,10037,1581,Resguardo Indígena Embera - Chami de la Sucia - Hermeregildo Chakiama,ACUERDO,0008,2000/06/29 00:00:00+00,117.9853,I-598.356 DE JULIO DE 1999,EMBERA CHAMI,05,05101,{EA2F7321-07A4-4F0B-9FBC-7E6B17D340C5}
897,10137,1694,Resguardo Indígena Paez de el Libano,RESOLUCION,0002,2003/07/22 00:00:00+00,442.625,P 617.604,PAEZ,18,18756,{9E40B0E7-1D85-4CE7-9382-D769765A7B63}
898,10528,1346,Resguardo Indígena Awa de Pipalta - Palbi - Yaguapi,RESOLUCION,0011,1996/05/24 00:00:00+00,2556,G - 537.518,AWA,52,52079,{C0DBE395-04CE-4A8E-A3AE-68A1DAC5AAF5}
899,10988,1879,Resguardo Indígena Gran Tescual,ACUERDO,146,2020/12/16 00:00:00+00,10174.35,ACCTI-52573591,PASTOS,52,52573,{87A2F9F3-2A3E-4835-A02C-6E325E2DB62A}
900,10090,1049,Resguardo Indígena Hitnu Cuiba Grupo Macahuan de La Voragine - La Ilusion,RESOLUCION,0005,1995/02/07 00:00:00+00,844.517,"552,479",HITNU CUIBA,81,81065,{07318F6F-4B76-47B3-B307-18913AB69F38}
901,10039,1041,Resguardo Indígena Emebera-Katio de Jaidezavi,RESOLUCION,0063,1996/11/25 00:00:00+00,4650.67,I-568-468,EMBERA KATIO,05,05790,{ABA2588A-6506-45C6-98E6-1C8EF8B75CF9}
902,10679,1638,Resguardo Indígena Pijao de Quebraditas,RESOLUCION,0035,2001/09/24 00:00:00+00,71.6007,I-606.497,PIJAO,73,73483,{588EDC67-A602-4AF6-BA3A-85F4C7978253}
903,10266,1228,Resguardo Indígena Wounan de Docordo Balsalito,ACUERDO,277,2012/01/31 00:00:00+00,5017.3302,10-0-427,WAUNANA,27,27250,{3494EDEE-F772-4D96-BC6E-957D581CF205}
904,10678,1595,Resguardo Indígena Pijao de Pueblo Nuevo,RESOLUCION,0022,2000/06/29 00:00:00+00,152.4559,I-605.332,PIJAO,73,73483,{A9D1393F-CD21-4F5F-BEA9-34D8659345D3}
905,11030,,Resguardo Indígena Saladilloiaco,ACUERDO,480,2025/05/27 00:00:00+00,17.075,ACCTI023868852190,INGA,86,86885,{26201D2F-78F6-4B80-892F-DA6689CB43AF}
906,10673,1440,Resguardo Indígena de Paso Ancho,RESOLUCION,0024,1994/06/21 00:00:00+00,797.8789,R-200.907 y R-200.908,PIJAO COYAIMA.,73,73504,{04B3EADF-0683-4770-9CFB-1D8DFC95A7B1}
907,10408,1513,Resguardo Indígena Guayabero de La Maria,RESOLUCION,0021,1998/07/29 00:00:00+00,478,587-369,GUAYABERO,95,95001,{EF2132C5-F6DC-494A-B7C1-600D298B5292}
908,10625,1428,Resguardo Indigensa Pijao de Anacarco,RESOLUCION,0011,1995/02/22 00:00:00+00,1059.5556,P-200.993,PIJAO,73,73483,{742C3DB3-89CC-4AB3-BC1E-19E1E0F445D6}
909,10560,1758,Resguardo Indígena Cofan de Bocana de Luzon,ACUERDO,0213,2010/07/16 00:00:00+00,1159.0413,4-6-00551-A de octubre de 2005,COFAN - KOFAN,86,86320,{1061A72C-5407-4995-9424-C2038CAC183B}
910,10089,1520,Resguardo Indígena Guahibo La Isla,RESOLUCION,0035,1998/11/30 00:00:00+00,103.295,INCORA 553-166 JUNIO 96,GUAHIBO,81,81001,{B6EB3680-93EF-467C-94AD-68F85BED5D03}
911,12099,1885,Resguardo Indígena Caña Brava,ACUERDO,154,2021/05/10 00:00:00+00,91.7987,ACCTI 44378604,WAYUU,44,44378,{6AC4B1C3-CE91-41F5-B1FF-04D8A4190461}
912,10247,1241,Resguardo Indígena Embera del Alto Rio Tagachi,RESOLUCION,0024,1986/04/30 00:00:00+00,21260,P-198610,EMBERA,27,27001,{7E710808-924B-4B51-AA55-09841BCF17CB}
913,10477,1334,Resguardo Indígena Sikuani de Awaliba,RESOLUCION,0001,1991/01/28 00:00:00+00,20795,P-466.059,SIKUANI,50,50568,{8D372DCC-8813-4E2C-8135-30ADF05102C0}
914,10617,1835,Resguardo Indígena Karabijua,ACUERDO,41,2017/12/11 00:00:00+00,14.72,ACCTI 6313027,EMBERA CHAMI,63,63130,{BE0BAD86-7CDF-43F1-A8FD-2E8B2CA7441F}
915,11115,,Resguardo Indígena Embera Chamí de Guática,ACUERDO,420,2024/11/27 00:00:00+00,22.4062,ACCTI02366318811,EMBERA CHAMI,66,66318,{E820BA45-65DE-4A3A-A3AC-247F55AC1981}
916,10128,1084,Resguardo Indígena Páez de la Siberia,RESOLUCION,0047,1995/10/17 00:00:00+00,415.7,B-504.501,Páez,18,Puerto Rico,{40DCEF70-C465-450E-AA08-EBC56D876D7F}
917,10642,1712,Resguardo Indígena Pijao de Cocana,RESOLUCION,0020,2003/07/22 00:00:00+00,189.7898,I-652292 de julio 15 de 2002,PIJAO,73,73483,{41F4ADE6-D761-47E5-B948-D1CDA98FA33B}
918,10513,1361,"Resguardo Indígena Embera (Eperara - Siapidara) de La Floresta, Sta Rosa y San Francisco",RESOLUCION,24,2001/06/28 00:00:00+00,8513.1915,B-615-847 de mayo del 2000,EPARARA SIAPIDARA TRUA,52,52490,{B653FFC2-24B8-45E5-88A5-139F9331A251}
919,10070,1693,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",RESOLUCION,0001,2003/07/22 00:00:00+00,185.902,I-651-449,EMBERA KATIO,05,05234,{C0E141ED-929C-4978-A459-39C6B7EA6B3F}
920,10874,1867,Resguardo Indígena Puerta Del Macizo,ACUERDO,101,2019/11/28 00:00:00+00,9.3775,ACCTI 19392510,YANACONA,19,19392,{343E2158-AAA0-4943-9DEB-043CDCF9B6C1}
921,10594,1407,Resguardo Indígena Huitoto de Lagarto Cocha,RESOLUCION,0007,1992/04/28 00:00:00+00,3967.93,no registra,INGA,86,86573,{EFC5CA77-E043-407D-A304-A1E25C9EAF47}
922,10348,1632,Resguardo Indígena Embera de Sirena Berrecuy,RESOLUCION,0029,2001/09/24 00:00:00+00,1157.5676,I-466-888,EMBERA,27,27430,{0F5724C8-C7C6-47DC-AA18-5DC57E55D92C}
923,11735,SIN INFORMACION,Resguardo Indígena Inkal Awá Katsa Ti del Pueblo Awá,ACUERDO,435,2024/12/10 00:00:00+00,171.1669,ACCTI02386885907,AWÁ,86,86885,{53FF7EFC-2CF6-404A-BB2C-05A5D31576D6}
924,10378,1289,Resguardo Indígena Piapoco de Concordia,RESOLUCION,0073,1993/04/14 00:00:00+00,90960,P465.255 de junio de 1992,PIAPOKO,94,94001,{9AACC6B8-9293-4904-BE52-326BB1BD9CC2}
925,10631,1714,Resguardo Indígena Pijao de Bocas De Tetuan,RESOLUCION,0022,2003/07/22 00:00:00+00,31.6678,I-606.012 de mayo de 2000,PIJAO,73,73504,{B9655D2D-ABBA-4699-A13C-4009719D9119}
926,10750,1468,Resguardo Indígena Piapoco de Chocon,RESOLUCION,0148,1993/12/14 00:00:00+00,35910,P-466-050 Mayo de 1990,PIAPOCO,99,99001,{4C98C332-7564-47D6-A853-6FEADC95E4DD}
927,10546,1384,Resguardo Indígena Motilona Bari (Barira) de Catalaura,RESOLUCION,0105,1981/12/15 00:00:00+00,13300,G-198482 febrero de 1981,MOTILON BARI,54,54810,{355B96E0-2EB9-443B-9577-5590B63C3C04}
928,10377,1288,Resguardo Indígena de los parajes de Coayare - El Coco,RESOLUCION,0025,1986/04/30 00:00:00+00,11840,370048 de mayo de 1985,"PUINAVE, PIAPOCO Y CURRIPACO",94,94001,{812C1E27-DE0C-47A6-B2C6-6BB44DAFD497}
929,10543,SIN INFORMACION,"Resguardo Indígena Awa de Tronqueria, Pulgande y Palicito",RESOLUCION,13,2001/06/28 00:00:00+00,10501.25,B-637.480,AWA,52,52079,{9FD1A0B1-3836-493E-B2BE-C82072F933D0}
930,10682,1807,Resguardo Indígena Anaba,ACUERDO,0363,2015/05/05 00:00:00+00,9.965,003695PS73504,PIJAO,73,73504,{85DB7BDF-A8D6-457A-80EF-20463DDD2E5A}
931,10789,1862,Resguardo Indígena Puerto Claver,ACUERDO,103,2019/11/28 00:00:00+00,7215.3388,SIN INFORMACION,ZENÚ,05,05250,{290A30CA-223C-4793-87B6-C462A7857085}
932,10154,1107,Resguardo Indígena Morichito y Caño Mochuelo,RESOLUCION,313,2023/11/30 00:00:00+00,97576.6222,ACCTI 0241851252054,CUIVA Y OTROS,85,85125,{86D2A135-A0E8-4E02-9C6A-EDD0599968A8}
933,10331,1230,Resguardo Indígena Waunana del Rio Taparal,RESOLUCION,0070,1985/11/06 00:00:00+00,14212,no registra,WAUNANA,27,27361,{265607BF-C88B-4719-9DF2-D43CB4A4DA69}
934,10588,1690,Resguardo Indígena Embera Chami La Argelia,ACUERDO,0034,2003/04/10 00:00:00+00,168.4148,R-647.147,EMBERA CHAMI,86,VALLE DEL GUAMUEZ,{0B783373-4C33-4D49-9B6D-E7B55157A442}
935,10658,1416,Resguardo Indígena Pijao Las Palmas,RESOLUCION,0025,1997/10/03 00:00:00+00,101.6835,I-551.925,PIJAO,TOLIMA,COYAIMA,{44825D8C-1216-4CB6-A288-9E511AE47B76}
936,10449,1322,"Resguardo Indígena Wayuu de Mayalitas, Bangañitas, La Gloria y La Loma ""Mayabangloma""",RESOLUCION,184,2009/09/30 00:00:00+00,1400.5373,10-0-00-133,WAYUU,44,44279,{F19778FF-DB8A-45C3-B11F-3C280188690B}
937,10364,1272,Resguardo indígena Embera Katio del Alto Sinu,RESOLUCION,101,2007/02/15 00:00:00+00,116079.9194,SIN INFORMACIÓN,EMBERA KATIO,23,23807,{A5E6B658-712E-4734-88DD-F1BF2B33F2A5}
938,10557,1762,Resguardo Indígena Siona De Bajo Casacunte del pueblo Siona,ACUERDO,450,2024/12/19 00:00:00+00,21674.5466,ACCTI02486573948,SIONA,86,86573,{8456AF95-E3E0-4790-8D5E-06987A4C7534}
939,10110,1090,Resguardo Indígena Murui - Witoto de Aguas Negras,RESOLUCION,0052,1995/10/17 00:00:00+00,17645,P466.454,MURUI WITO,18,18756,{D4F9D3B1-DE75-4E99-94B6-1392DDA1F792}
940,10286,1273,Resguardo Indígena Embera-Katio de La Puria,RESOLUCION,0056,1998/12/23 00:00:00+00,5237.5,P-466.692 de marzo de 1998,EMBERA KATIO,27,27245,{57204A07-A0E1-4738-AF99-D76FEF507730}
941,10496,1364,Resguardo Indígena del Alto Albí,ACUERDO,484,2025/06/18 00:00:00+00,4791.6797,ACCTI024528352665,AWÁ,52,52835,{73D42B72-064D-4F32-B9FC-1D8A41C45B0B}
942,10576,1403,Resguardo Indígena Muruy El Progreso,RESOLUCION,0002,1996/05/24 00:00:00+00,2404,B-559.329,MURUY,86,86573,{AB910514-0C58-4AD9-AABC-9720DE0752DE}
943,10233,1186,Resguardo Indígena Wiwa Arzario de Campo Alegre,RESOLUCION,0021,1995/05/16 00:00:00+00,209.2739,P.466-449 del 30 de enero de 1995,WIWA ARZARIO,20,20045,{76F08B04-D661-4715-BB23-06DD3DEDACA9}
944,10937,1892,Resguardo Indígena Numain Maleiwa (Tierra De Dios),ACUERDO,197,2021/11/30 00:00:00+00,168.6557,ACCTI 444301139,WAYUU,44,44430,{67639D7F-7E29-4C36-92EE-19840AFF7059}
945,10389,1295,Resguardo Indígena Puinave y Curripaco de los Parajes Remanso - Chorro Bocon,RESOLUCION,0028,1986/04/30 00:00:00+00,73680,370051,PUINAVE Y CURRIPACO,94,94001,{46F30A38-5083-468F-922F-52A8FD95C8BF}
946,10248,1196,Resguardo Indígena Embera-Katio Rio Andagueda,RESOLUCION,0185,1979/12/13 00:00:00+00,50000,260676,EMBERA KATIO,27,27073,{69816924-47DB-43D2-92FB-C18473C4064D}
947,10210,1751,Resguardo Indígena Eperara Siapadara de Playa Bendita,ACUERDO,0179,2009/09/03 00:00:00+00,4462.9835,10-0-00046,EPERARA SIAPIDARA,19,19418,{639C242A-9DF6-4CA4-BFC8-074D8A44DFF5}
948,10630,1732,Resguardo Indígena Pijao de Beltran,RESOLUCION,0055,2006/05/09 00:00:00+00,203.9988,I-652.143 de Diciembre de 2010,PIJAO,73,73067,{BF04F46D-6745-4299-8AE0-BD7A02393084}
949,10365,1270,Resguardo Indígena Embera-Katio Quebrada Cañaveral,RESOLUCION,0010,1985/02/20 00:00:00+00,2815.75,G-198-573,EMBERA KATIO,23,23580,{AFFE7660-CFB6-4909-97DD-915442080AE3}
950,10510,1601,Resguardo Indígena Trua Integrado Del Charco,RESOLUCION,0037,2000/10/03 00:00:00+00,3742.569,"P-466.800, P-466.801, P-466.802",EPARARA SIAPIDARA,52,52250,{86D777E2-C14D-431C-951B-52AAA1FC4B4C}
951,10752,1472,Resguardo Indígena Guahibo de las Lagunas Egua y Guariacana,RESOLUCION,0006,1985/02/05 00:00:00+00,15390,P-198546,GUAHIBO,99,99001,{6C8080F2-09B2-4230-AABF-B067137BF5B4}
952,11108,SIN ASIGNAR,Resguardo Indígena Dachi Nabe Drua,ACUERDO,329,2023/12/18 00:00:00+00,39.6147,ACCTI 0231631112264,EMBERA CHAMI,63,63111,{1DDFC8FE-3109-4331-AC2E-C8081C5C417A}
953,10433,1634,Resguardo Indígena Yanacona de San Agustin,RESOLUCION,0031,2001/09/24 00:00:00+00,211.1195,I-630.317,YANACONA,41,41668,{352116BD-E624-4DFC-8913-B6F35D5FFA89}
954,11659,1907,Resguardo Indígena Kurmadó Marsella,ACUERDO,445,2024/12/19 00:00:00+00,17.7291,ACCTI02419517279,EMBERA CHAMI,66,66440,{3497D74E-BF8C-4085-8304-93E9F43BE673}
